index,month,day,hour,dni,temp,wind,step_weight,azimuth,zenith,Absorbed power (kW),Field efficiency (%),Max flux (kW/m^2),Average flux (kW/m^2),Peak concentration ratio (-),Average concentration ratio (-),Shadowing and cosine efficiency (%),Blocking efficiency (%),Reflection and attenuation efficiency (%),Intercept efficiency (%),Absorption efficiency (%),Field efficiency w/o receiver (%)
307,7.0,2.0,16.854229877910257,712.2864344256539,38.88571428571428,6.400000000000001,7.0,281.7176843931817,65.23374981159851,4201.79759759369,32.27507252180693,80.38073814822901,1.171027038453954,112.84889654404739,1.644039506941055,66.89688787009686,99.83806843309664,88.1854,58.34584621535483,93.92009219532326,34.3643961237658
308,7.0,2.0,17.854229877910257,508.09162147562995,37.614285714285714,8.02857142857143,7.0,289.19578731898986,77.09109437990021,2308.6497258852028,24.86009499954478,40.78747551232534,0.6034639223523034,80.27582780024579,1.187706895460483,50.08944942021538,99.78957059249029,88.2006,59.96659660285179,94.03519541641089,26.437011046192005
311,7.0,9.0,5.873887437751364,287.3904644498808,25.171428571428567,3.9857142857142853,7.0,71.35489458187705,77.44395667185222,1395.6913720733517,26.57074987329132,23.745796050096402,0.29989463500266766,82.62555299303442,1.043509343905067,49.852809602711,99.75103113471302,88.2038,64.39792599125752,94.06706671373102,28.246601920896058
312,7.0,9.0,6.873887437751364,478.46123826510745,27.299999999999997,4.6571428571428575,7.0,78.90309240403325,65.55794878760075,3066.493652631638,35.06566518814222,57.65809054249841,0.7056910802643992,120.50733880045475,1.4749179741774345,67.5469828138274,99.81797079371988,88.2276,62.690224488173776,94.02927762301347,37.29228392961723
313,7.0,9.0,7.873887437751364,563.0284031623661,30.15714285714285,4.357142857142858,7.0,86.59245871329698,53.36062046715124,3890.5452335228542,37.80654027338375,78.58033385728687,1.0037448574965258,139.56726413076868,1.7827606064965533,75.76977243616551,99.9021646358073,88.10719999999999,60.306063325797254,93.99909573866847,40.22011060456537
314,7.0,9.0,8.873887437751364,586.5315914148207,32.628571428571426,4.2,7.0,95.40094418330598,41.067818220702485,4116.305269687493,38.39749900885026,90.74620745151572,1.2262132829901211,154.71665768696172,2.0906176256120697,80.98482913798321,99.95699294684329,88.3576,57.105331092985026,94.00815303597487,40.84486054540012
315,7.0,9.0,9.873887437751364,613.3382759426222,34.6,4.057142857142857,7.0,107.50884842927677,29.010890215943967,4206.311729656267,37.5221883048487,97.89558145600749,1.4567446264699024,159.61107482743444,2.375107968324776,84.53342233347456,99.96604045261284,88.3404,53.45100916766315,94.03552331641343,39.902142277225344
316,7.0,9.0,10.873887437751364,624.1538894779312,36.32857142857142,4.485714285714285,7.0,129.69970765992827,18.132595510606475,4174.11325178858,36.58973958420425,100.3376464751107,1.6033243829917756,160.75786463341174,2.5687965901051486,86.57383692156544,99.96898410491976,88.3418,50.9051751469749,94.0111129400355,38.92065356948048
317,7.0,9.0,11.873887437751364,639.929197675255,37.94285714285714,4.2,7.0,179.9816481608557,12.526870527641307,4193.293943170901,35.851732924145956,101.42626552635265,1.7056126950502932,158.4960740888455,2.6653146961358702,87.37250061936663,99.97029929693221,88.2134,49.52079213309868,93.95983604680451,38.15644474548361
318,7.0,9.0,12.873887437751364,631.4879302559019,39.2,4.942857142857143,7.0,230.26089930657304,18.135019252206597,4113.486998198066,35.63952000709905,96.7311317046165,1.669432748160186,153.17969999112657,2.6436494953809664,86.69095864148052,99.96987849483065,88.309,49.52583980498944,94.02688769652308,37.903541082979956
319,7.0,9.0,13.873887437751364,685.8944560206709,40.22857142857143,4.185714285714286,7.0,252.44776010672575,29.015527605853965,4475.0016779213665,35.69625715239211,105.20675445877956,1.716916579423919,153.38621494209735,2.503178972148123,84.53860563553198,99.96963124627473,88.2486,50.90782550344699,94.01716252744268,37.967809485818854
