helio_id,x_location,y_location,z_location,x_aimpoint,y_aimpoint,z_aimpoint,focal_length,slant_range
1051,-5.597769927217886,98.4838423458884,0.0,-1.2800000000000002,0.6400000000000003,51.10851251684408,"(93.14180625653468, 93.14180625653468)",110.47235253146309
1052,15.625732097894685,90.84629411870128,0.0,1.2799999999999998,-0.7200000000000002,48.75292341855041,"(93.14180625653468, 93.14180625653468)",104.72360665061204
1053,10.81135794503066,94.7970521203017,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",107.9192092472991
1054,43.379571524237285,112.1720527224867,0.0,1.2799999999999998,0.6400000000000006,51.10851251684408,"(162.30954885748267, 162.30954885748267)",129.70679534511802
1055,-21.483451675662337,92.96143208564644,0.0,1.2799999999999998,-0.7200000000000002,48.75292341855041,"(93.14180625653468, 93.14180625653468)",108.03348088283947
1056,52.30778575007748,64.50734880557404,0.0,-8.817456953860947e-17,0.7200000000000003,51.24707658144959,"(93.14180625653468, 93.14180625653468)",97.1143304351368
1057,-60.22844415490014,52.73079759192039,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",93.32070709842947
1058,-16.72120329556153,97.21524361804774,0.0,1.2799999999999998,0.6400000000000006,51.10851251684408,"(93.14180625653468, 93.14180625653468)",110.73798377999219
1059,4.634355040239159e-15,95.41156403347958,0.0,-1.44,-1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",107.72854845079262
1060,-52.42183154472982,108.24189676413992,0.0,-1.12,-1.3716044150450358e-16,50.0,"(162.30954885748267, 162.30954885748267)",129.8005629222869
1061,-44.82894084644832,13.438975503573076,0.0,-0.32000000000000034,0.24000000000000007,50.41569219381653,"(93.14180625653468, 93.14180625653468)",68.53466851891976
1062,5.2310382023508994,92.03178199960219,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(93.14180625653468, 93.14180625653468)",104.81154326169774
1063,46.42791392936274,23.968965521433862,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",72.04644096468284
1064,53.59377570146825,51.09901864087716,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",89.85092929120802
1065,48.34327982031793,99.82040209880552,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",122.17439410650985
1066,-10.81135794503065,94.7970521203017,0.0,-1.2800000000000002,0.7200000000000002,51.24707658144959,"(93.14180625653468, 93.14180625653468)",107.55278414837628
1067,-22.57832143275986,108.58823499915519,0.0,1.2799999999999998,0.6400000000000006,51.10851251684408,"(93.14180625653468, 93.14180625653468)",121.79540628737247
1068,-5.2310382023508994,92.03178199960219,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",104.85872070950134
1069,53.865456291861456,59.21583503143028,0.0,1.2799999999999998,-0.15999999999999984,49.72287187078898,"(93.14180625653468, 93.14180625653468)",93.61134539243515
1070,-15.625732097894685,90.84629411870128,0.0,-1.2800000000000002,0.7200000000000002,51.24707658144959,"(93.14180625653468, 93.14180625653468)",104.6652367271014
1071,-47.92300940736374,75.13253304567495,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",101.58970345677194
1072,42.96627764003485,18.55098341758303,0.0,1.44,-0.7200000000000001,48.75292341855041,"(93.14180625653468, 93.14180625653468)",66.87787435597112
1073,39.10087157955878,80.07892478197097,0.0,1.2799999999999998,-0.7200000000000002,48.75292341855041,"(93.14180625653468, 93.14180625653468)",101.66480273337041
1074,-57.204565128438134,47.02169954889212,0.0,1.2799999999999998,0.1600000000000004,50.27712812921102,"(93.14180625653468, 93.14180625653468)",90.24551432505807
1075,37.48651894920575,110.15704927293655,0.0,1.2799999999999998,0.6400000000000006,51.10851251684408,"(93.14180625653468, 93.14180625653468)",126.16249897475245
1076,49.68668773118151,38.9763461897605,0.0,-0.3200000000000002,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",80.33253550409232
1077,-57.90284214759123,63.654248650275775,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",98.78263827263457
1078,-46.383532082732096,106.71636500077902,0.0,-1.2800000000000002,0.6400000000000003,51.10851251684408,"(93.14180625653468, 93.14180625653468)",126.0896659913133
1079,50.79513219791445,46.10655642092995,0.0,1.2799999999999998,-0.7200000000000002,48.75292341855041,"(93.14180625653468, 93.14180625653468)",83.79333055007731
1080,34.045776444084076,115.34834955005729,0.0,-1.2800000000000002,-0.6400000000000003,48.89148748315592,"(162.30954885748267, 162.30954885748267)",130.73478978848465
1081,-43.37957152423724,112.17205272248671,0.0,-1.2800000000000002,0.6400000000000003,51.10851251684408,"(162.30954885748267, 162.30954885748267)",129.70679534511802
1082,-52.85949816208651,34.551352420019306,0.0,0.16,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",80.19964481686772
1083,50.317065093012175,69.80541139786784,0.0,-1.2800000000000002,0.7200000000000002,51.24707658144959,"(93.14180625653468, 93.14180625653468)",100.30610177038157
1084,-54.29229715607311,41.93216509455071,0.0,-1.959434878635768e-17,0.16000000000000023,50.27712812921102,"(93.14180625653468, 93.14180625653468)",84.97268337584055
1085,-48.3432798203179,99.82040209880554,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(93.14180625653468, 93.14180625653468)",122.17439410650987
1086,46.72641751622443,33.85161600425414,0.0,-1.44,-0.7200000000000005,48.75292341855041,"(93.14180625653468, 93.14180625653468)",76.75967659746811
1087,49.693072060005825,54.89991884546888,0.0,1.2799999999999998,-0.23999999999999994,49.58430780618347,"(93.14180625653468, 93.14180625653468)",88.55980903993955
1088,29.77506416736577,83.9937968325457,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",102.55579908557134
1089,-52.30778575007748,64.50734880557404,0.0,1.2799999999999998,0.7200000000000004,51.24707658144959,"(93.14180625653468, 93.14180625653468)",97.80971070085594
1090,28.337575375743583,112.85741636805878,0.0,-1.2800000000000002,-0.6400000000000003,48.89148748315592,"(93.14180625653468, 93.14180625653468)",127.07966730235778
1091,24.483174644130276,117.74944075004251,0.0,1.2799999999999998,-0.6400000000000001,48.89148748315592,"(162.30954885748267, 162.30954885748267)",130.17228792254298
1092,-39.10087157955876,80.07892478197097,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(93.14180625653468, 93.14180625653468)",102.68032422894554
1093,-49.70875219409794,29.297268734572572,0.0,2.939152317953649e-17,-0.2400000000000001,49.58430780618347,"(93.14180625653468, 93.14180625653468)",76.17095161287499
1094,-37.48651894920575,110.15704927293655,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",126.27544305580307
1095,-34.04577644408409,115.34834955005729,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(162.30954885748267, 162.30954885748267)",130.5877185086699
1096,44.661377236520494,70.01902515271982,0.0,1.2799999999999998,0.1600000000000004,50.27712812921102,"(93.14180625653468, 93.14180625653468)",96.3847337452708
1097,-53.59377570146823,51.0990186408772,0.0,-1.2800000000000002,0.7200000000000002,51.24707658144959,"(93.14180625653468, 93.14180625653468)",88.88779165614555
1098,38.302990545643524,15.578941403713612,0.0,0.4799999999999999,0.24000000000000016,50.41569219381653,"(93.14180625653468, 93.14180625653468)",64.86604471203754
1099,-53.865456291861456,59.21583503143028,0.0,1.2799999999999998,0.7200000000000004,51.24707658144959,"(93.14180625653468, 93.14180625653468)",95.33649313776371
1100,43.68270563698313,28.668514580157133,0.0,1.44,1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",71.45858876136225
1101,14.75603217376961,119.3591896423959,0.0,1.2799999999999998,0.6400000000000006,51.10851251684408,"(162.30954885748267, 162.30954885748267)",129.95356664662975
1102,-46.42791392936275,23.96896552143384,0.0,1.44,0.3200000000000004,50.55425625842204,"(93.14180625653468, 93.14180625653468)",73.52784220977148
1103,-24.483174644130237,117.74944075004251,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(162.30954885748267, 162.30954885748267)",130.01276133716175
1104,18.998187396365907,114.79931830416892,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(93.14180625653468, 93.14180625653468)",126.46271247966585
1105,-28.337575375743583,112.85741636805878,0.0,1.2799999999999998,-0.6400000000000001,48.89148748315592,"(93.14180625653468, 93.14180625653468)",127.07966730235778
1106,20.065715581063856,86.82672060338086,0.0,1.2799999999999998,0.7200000000000004,51.24707658144959,"(93.14180625653468, 93.14180625653468)",101.94867974184992
1107,34.47321365312041,10.020356302363327,0.0,3.9188697572715314e-17,-0.3200000000000001,49.44574374157796,"(93.14180625653468, 93.14180625653468)",61.15723180615117
1108,46.80861197786897,64.93809625100896,0.0,-8.817456953860947e-17,0.7200000000000003,51.24707658144959,"(93.14180625653468, 93.14180625653468)",94.55830423364998
1109,46.977869854533125,49.990396517036636,0.0,-1.44,0.7200000000000001,51.24707658144959,"(93.14180625653468, 93.14180625653468)",86.01235348681887
1110,-42.96627764003485,18.55098341758304,0.0,1.44,1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",69.39781321917356
1111,46.1444930073032,43.11157924617174,0.0,-1.44,-0.24000000000000027,49.58430780618347,"(93.14180625653468, 93.14180625653468)",81.25421206631408
1112,4.929720888020103,120.16677781137753,0.0,-1.2800000000000002,-0.6400000000000003,48.89148748315592,"(162.30954885748267, 162.30954885748267)",130.47304605546023
1113,-29.77506416736576,83.9937968325457,0.0,-1.2800000000000002,0.7200000000000002,51.24707658144959,"(93.14180625653468, 93.14180625653468)",101.8467318030154
1114,-14.756032173769574,119.3591896423959,0.0,-1.2800000000000002,0.6400000000000003,51.10851251684408,"(162.30954885748267, 162.30954885748267)",129.95356664662975
1115,-4.92972088802012,120.16677781137753,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(162.30954885748267, 162.30954885748267)",130.30201503843327
1116,9.531120938353402,115.96970441071157,0.0,1.2799999999999998,0.6400000000000006,51.10851251684408,"(93.14180625653468, 93.14180625653468)",126.41638251384133
1117,-18.99818739636586,114.79931830416893,0.0,-1.2800000000000002,0.6400000000000003,51.10851251684408,"(93.14180625653468, 93.14180625653468)",126.32641913697113
1118,-49.68668773118153,38.97634618976048,0.0,0.15999999999999984,0.7200000000000003,51.24707658144959,"(93.14180625653468, 93.14180625653468)",81.08330999475591
1119,40.52290468092498,23.41226593520302,0.0,-1.44,-0.7200000000000005,48.75292341855041,"(93.14180625653468, 93.14180625653468)",68.70297788511643
1120,-50.317065093012175,69.80541139786784,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",98.76899790738923
1121,-50.79513219791445,46.10655642092995,0.0,1.2799999999999998,0.24000000000000027,50.41569219381653,"(93.14180625653468, 93.14180625653468)",85.77471894868714
1122,0.0,116.36070903638105,0.0,1.2799999999999998,-0.6400000000000001,48.89148748315592,"(93.14180625653468, 93.14180625653468)",126.81159987687046
1123,45.52355496467804,58.403839286282704,0.0,-1.2800000000000002,0.23999999999999994,50.41569219381653,"(93.14180625653468, 93.14180625653468)",90.08522063709349
1124,10.0978947352217,88.54120438775436,0.0,1.44,-0.7200000000000001,48.75292341855041,"(93.14180625653468, 93.14180625653468)",102.07531186263249
1125,-9.531120938353402,115.96970441071157,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",126.558497691175
1126,-20.065715581063884,86.82672060338085,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",101.94009280273481
1127,42.08313943613261,75.05739054349692,0.0,1.2799999999999998,0.7200000000000004,51.24707658144959,"(93.14180625653468, 93.14180625653468)",99.08181810405895
1128,-10.097894735221692,88.54120438775436,0.0,1.44,1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",102.33605371204787
1129,43.328137468036125,38.104625750044626,0.0,-1.44,0.23999999999999994,50.41569219381653,"(93.14180625653468, 93.14180625653468)",77.3282486218948
1130,4.32852464971702e-15,89.11516342642093,0.0,-1.44,0.7200000000000001,51.24707658144959,"(93.14180625653468, 93.14180625653468)",102.18630718119049
1131,-44.661377236520494,70.01902515271982,0.0,8.817456953860947e-17,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",96.82714411813951
1132,-49.693072060005804,54.89991884546891,0.0,-8.817456953860947e-17,0.7200000000000003,51.24707658144959,"(93.14180625653468, 93.14180625653468)",89.6165602721254
1133,-46.72641751622441,33.85161600425416,0.0,-1.44,0.7200000000000001,51.24707658144959,"(93.14180625653468, 93.14180625653468)",75.99227887523907
1134,13.607975368153168,110.07274133650218,0.0,-1.2800000000000002,-0.6400000000000003,48.89148748315592,"(93.14180625653468, 93.14180625653468)",121.93990508902966
1135,36.43967266427732,74.62876627762462,0.0,-1.2800000000000002,0.16000000000000006,50.27712812921102,"(93.14180625653468, 93.14180625653468)",97.44824508287881
1136,42.864565495842626,53.55921045770391,0.0,1.44,-0.23999999999999994,49.58430780618347,"(93.14180625653468, 93.14180625653468)",84.07706734306342
1137,-13.607975368153134,110.07274133650218,0.0,-1.2800000000000002,-1.5675479029086123e-16,50.0,"(93.14180625653468, 93.14180625653468)",121.52360824963314
1138,-38.302990545643524,15.578941403713612,0.0,0.31999999999999995,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",64.29804376048777
1139,-46.80861197786897,64.93809625100896,0.0,-1.2800000000000002,0.16000000000000006,50.27712812921102,"(93.14180625653468, 93.14180625653468)",93.79150214948812
1140,42.25924762534252,46.92630914678868,0.0,1.44,-0.7200000000000001,48.75292341855041,"(93.14180625653468, 93.14180625653468)",79.45583234643905
1141,40.46352795919019,33.0570023610102,0.0,-0.3200000000000003,0.1600000000000002,50.27712812921102,"(93.14180625653468, 93.14180625653468)",72.61748088483557
1142,-43.68270563698314,28.668514580157122,0.0,0.31999999999999995,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",71.94977716753635
1143,41.10777931589416,61.591825591678514,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",88.91104950940107
1144,-34.47321365312041,10.020356302363334,0.0,-0.4800000000000001,0.7200000000000002,51.24707658144959,"(93.14180625653468, 93.14180625653468)",62.19564341625996
1145,-46.977869854533125,49.990396517036636,0.0,-1.44,-0.7200000000000005,48.75292341855041,"(93.14180625653468, 93.14180625653468)",83.79790837281394
1146,39.14881245627444,69.823871156385,0.0,-1.2800000000000002,-0.7200000000000004,48.75292341855041,"(93.14180625653468, 93.14180625653468)",94.80387215830532
1147,-46.14449300730322,43.11157924617173,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",81.77770370884417
1148,35.92728343824553,20.47077929019723,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",64.85159103418302
1149,-42.08313943613261,75.05739054349692,0.0,1.2799999999999998,1.5675479029086118e-16,50.0,"(93.14180625653468, 93.14180625653468)",100.06984429365572
1150,-45.52355496467801,58.403839286282725,0.0,8.817456953860947e-17,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",89.13400008093033
